iter	RMSE
207	0.00888490892
208	0.008749822766
209	0.008665807143
210	0.008491692573
211	0.0084408611
212	0.008320131939
213	0.008279489003
214	0.008206960409
215	0.008109317691
216	0.008019922656
217	0.007920317985
218	0.007874425706
219	0.007791321333
220	0.007724224765
221	0.00764804816
222	0.007585570757
223	0.007436936933
224	0.007381434428
225	0.007299283953
226	0.007227527355
227	0.007135252396
228	0.007076956245
229	0.007005152166
230	0.006914258246
231	0.006857903179
232	0.006816360171
233	0.006700532412
234	0.006621454125
235	0.006579693144
236	0.006541647278
237	0.006469827507
238	0.006366050106
239	0.006276592188
240	0.006233837881
241	0.006151707857
242	0.006096998382
243	0.006017623419
244	0.005910896613
245	0.005856777869
246	0.005747242033
247	0.005701102084
248	0.005666524756
249	0.005610990388
250	0.005528280309
251	0.005442658769
252	0.00539827512
253	0.005343577324
254	0.005281002186
255	0.005199556772
256	0.005160064135
257	0.005106302583
258	0.005034377534
259	0.004977517728
260	0.004937341397
261	0.004869240855
262	0.00481357923
263	0.004780217017
264	0.00472344931
265	0.004689109849
266	0.00460767672
267	0.004528722587
268	0.004494672741
269	0.004452898562
270	0.004414982879
271	0.004381581696
272	0.00434921862
273	0.004283339345
274	0.004241259218
275	0.004217985382
276	0.00419620433
277	0.004142653695
278	0.004103940811
279	0.004074864593
280	0.004014592841
281	0.003996284854
282	0.003958602928
283	0.003920464634
284	0.003899204019
285	0.003876227838
286	0.003847886156
287	0.003807951362
288	0.003789669459
289	0.003748048715
290	0.003710530156
291	0.003675881419
292	0.003636552183
293	0.003588747151
294	0.003563231736
295	0.003525779813
296	0.003483315577
297	0.003446937222
298	0.003405462578
299	0.003364453222
300	0.00332797674
301	0.003288872235
302	0.003257483193
303	0.003232733516
304	0.003196422913
305	0.003178051703
306	0.003137646883
307	0.003101651203
308	0.003073168901
309	0.003052866026
310	0.003009404582
311	0.002970380227
312	0.002960655251
313	0.002932793331
314	0.002912159736
315	0.002889654856
316	0.002851714557
317	0.002813185406
318	0.002767316336
319	0.00273888023
320	0.002706003765
321	0.002666049207
322	0.002643105697
323	0.002613729134
324	0.002601927992
325	0.002584924187
326	0.002571043999
327	0.002555025188
328	0.002530064281
329	0.002512944345
330	0.002493748315
331	0.002464349124
332	0.002448404023
333	0.002412045396
334	0.00239477002
335	0.002381343866
336	0.002364479937
337	0.002338527404
338	0.002314005424
339	0.002290816735
340	0.002261461067
341	0.002235579277
342	0.002225556023
343	0.002189128356
344	0.002165382719
345	0.002141599746
346	0.002111503201
347	0.002094716789
348	0.002070295623
349	0.002053857726
350	0.002014715633
351	0.001994368937
352	0.001983925788
353	0.001962406281
354	0.001940895569
355	0.001919533786
356	0.001887654456
357	0.001873900881
358	0.001861498986
359	0.001844358019
360	0.001829295305
361	0.001815793585
362	0.001809196682
363	0.001787658362
364	0.001764384442
365	0.001751243281
366	0.001737141606
367	0.001695372237
368	0.001677486214
369	0.001665172658
370	0.001651985933
371	0.001632750149
372	0.001608859684
373	0.001588163145
374	0.001574834211
375	0.0015601411
376	0.001542404759
377	0.00153238823
378	0.001524372629
379	0.001503489969
380	0.001492960469
381	0.001468281976
382	0.001460634152
383	0.001456015799
384	0.001446363059
385	0.00142998082
386	0.001423185337
387	0.001416076536
388	0.001403289699
389	0.001391810281
390	0.001384591778
391	0.001371218084
392	0.001357013595
393	0.001345562692
394	0.001336503551
395	0.001328624767
396	0.001319366946
397	0.001308581371
398	0.001301043136
399	0.001292844929
400	0.001287182465
401	0.001270626187
402	0.001258577771
403	0.001250428594
404	0.001231698317
405	0.001220062798
406	0.001212994063
407	0.001202588871
408	0.00119259589
409	0.001182497496
